window_length,window_id,window_end_timestamp_utc,component,k,component_type,scale_minutes,scale_days,energy,rms_volatility,detail_energy_share,total_component_energy_share
2048,417,2017-08-21 10:10:00+00:00,D_01,1,detail,5,0.003472222222222222,9.791089335103504e-05,0.00021865052799858518,0.49840593045626197,0.4979344592714153
2048,417,2017-08-21 10:10:00+00:00,D_02,2,detail,10,0.006944444444444444,5.333347624984544e-05,0.00016137452230795247,0.27148890123460573,0.27123208407791455
2048,417,2017-08-21 10:10:00+00:00,D_03,3,detail,20,0.013888888888888888,2.1147303374416394e-05,0.00010161609973714428,0.10764830198391231,0.10754647118820602
2048,417,2017-08-21 10:10:00+00:00,D_04,4,detail,40,0.027777777777777776,1.2553968877963754e-05,7.829347109557245e-05,0.06390476407060927,0.06384431283399149
2048,417,2017-08-21 10:10:00+00:00,D_05,5,detail,80,0.05555555555555555,6.141123678311847e-06,5.475943339782386e-05,0.03126079597662707,0.031231224569832492
2048,417,2017-08-21 10:10:00+00:00,D_06,6,detail,160,0.1111111111111111,3.4276321613504574e-06,4.0910249526058906e-05,0.017448029919559748,0.01743152481230333
2048,417,2017-08-21 10:10:00+00:00,D_07,7,detail,320,0.2222222222222222,1.409539468240538e-06,2.6234551520405778e-05,0.0071751243006692835,0.007168336932885834
2048,417,2017-08-21 10:10:00+00:00,D_08,8,detail,640,0.4444444444444444,4.5033828455954744e-07,1.4828747098375895e-05,0.002292403470687007,0.0022902349527893925
2048,417,2017-08-21 10:10:00+00:00,D_09,9,detail,1280,0.8888888888888888,7.381509245184706e-08,6.003542755011698e-06,0.00037574858706759947,0.000375393144604491
2048,417,2017-08-21 10:10:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.860076407293452e-07,9.530164915932756e-06,,0.0009459582160572645
2048,418,2017-08-22 10:10:00+00:00,D_01,1,detail,5,0.003472222222222222,9.57820495532047e-05,0.0002162604422528557,0.5090176106360836,0.5089745610231574
2048,418,2017-08-22 10:10:00+00:00,D_02,2,detail,10,0.006944444444444444,4.90930680982179e-05,0.00015482643397473494,0.26089686260334694,0.26087479753386006
2048,418,2017-08-22 10:10:00+00:00,D_03,3,detail,20,0.013888888888888888,2.0219398929395595e-05,9.936172997434144e-05,0.10745259868156974,0.1074435109944554
2048,418,2017-08-22 10:10:00+00:00,D_04,4,detail,40,0.027777777777777776,1.1997646998396218e-05,7.653904933715634e-05,0.06375947932693295,0.06375408693804886
2048,418,2017-08-22 10:10:00+00:00,D_05,5,detail,80,0.05555555555555555,5.1385585928804145e-06,5.0090536161333806e-05,0.02730800634631012,0.027305696801260146
2048,418,2017-08-22 10:10:00+00:00,D_06,6,detail,160,0.1111111111111111,2.3063194983667768e-06,3.3557898735795465e-05,0.012256547504446139,0.012255510920220265
2048,418,2017-08-22 10:10:00+00:00,D_07,7,detail,320,0.2222222222222222,2.773343524477509e-06,3.679907122212847e-05,0.014738468229565715,0.01473722173958354
2048,418,2017-08-22 10:10:00+00:00,D_08,8,detail,640,0.4444444444444444,6.024256927135481e-07,1.715089415366695e-05,0.0032014901343336098,0.003201219371774142
2048,418,2017-08-22 10:10:00+00:00,D_09,9,detail,1280,0.8888888888888888,2.5759334160886196e-07,1.121507908275515e-05,0.0013689365374111515,0.0013688207610866694
2048,418,2017-08-22 10:10:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.5915654114324305e-08,2.78770792686571e-06,,8.457391655348628e-05
2048,419,2017-08-23 10:10:00+00:00,D_01,1,detail,5,0.003472222222222222,9.045574907753633e-05,0.00021016147655854008,0.5309828313379098,0.5305828577823407
2048,419,2017-08-23 10:10:00+00:00,D_02,2,detail,10,0.006944444444444444,4.1457148083357256e-05,0.00014227701180295004,0.24335693521952964,0.24317362168676082
2048,419,2017-08-23 10:10:00+00:00,D_03,3,detail,20,0.013888888888888888,1.8267400830955537e-05,9.444378916577844e-05,0.10723117450601118,0.10715040045531928
2048,419,2017-08-23 10:10:00+00:00,D_04,4,detail,40,0.027777777777777776,9.962203198140813e-06,6.9744942686493e-05,0.05847896805296636,0.058434917587682544
2048,419,2017-08-23 10:10:00+00:00,D_05,5,detail,80,0.05555555555555555,4.541294607742484e-06,4.708958491733347e-05,0.02665778011181733,0.02663769959985796
2048,419,2017-08-23 10:10:00+00:00,D_06,6,detail,160,0.1111111111111111,3.6964837873201592e-06,4.24843938909033e-05,0.02169866976286386,0.02168232480106104
2048,419,2017-08-23 10:10:00+00:00,D_07,7,detail,320,0.2222222222222222,9.345345387510083e-07,2.1361547058898047e-05,0.0054857960984185695,0.005481663811570269
2048,419,2017-08-23 10:10:00+00:00,D_08,8,detail,640,0.4444444444444444,9.271965462273999e-07,2.1277516034246048e-05,0.005442721467051777,0.005438621627040635
2048,419,2017-08-23 10:10:00+00:00,D_09,9,detail,1280,0.8888888888888888,1.1330731570553347e-07,7.438134023183672e-06,0.0006651234434314545,0.0006646224257471514
2048,419,2017-08-23 10:10:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.2842032350921682e-07,7.918663781755403e-06,,0.0007532702226195392
2048,420,2017-08-24 10:10:00+00:00,D_01,1,detail,5,0.003472222222222222,8.684377056401266e-05,0.0002059227642726984,0.5236428708033025,0.5235805280910367
2048,420,2017-08-24 10:10:00+00:00,D_02,2,detail,10,0.006944444444444444,4.086175088133576e-05,0.0001412516435215082,0.24638456389661598,0.24635523038931514
2048,420,2017-08-24 10:10:00+00:00,D_03,3,detail,20,0.013888888888888888,1.8660044111666598e-05,9.545339000737326e-05,0.11251468014907293,0.11250128462567077
2048,420,2017-08-24 10:10:00+00:00,D_04,4,detail,40,0.027777777777777776,9.405871764072313e-06,6.776954199565564e-05,0.05671469192273372,0.05670793971065002
2048,420,2017-08-24 10:10:00+00:00,D_05,5,detail,80,0.05555555555555555,4.527254068571287e-06,4.701673399620154e-05,0.027298035333175458,0.027294785344190428
2048,420,2017-08-24 10:10:00+00:00,D_06,6,detail,160,0.1111111111111111,2.195681974528956e-06,3.2743096052839397e-05,0.013239328567222005,0.013237752348586216
2048,420,2017-08-24 10:10:00+00:00,D_07,7,detail,320,0.2222222222222222,1.6236092660720685e-06,2.815631300346784e-05,0.009789895252442359,0.009788729708792543
2048,420,2017-08-24 10:10:00+00:00,D_08,8,detail,640,0.4444444444444444,1.3963868408468546e-06,2.6111865351449966e-05,0.008419809611491096,0.008418807184460747
2048,420,2017-08-24 10:10:00+00:00,D_09,9,detail,1280,0.8888888888888888,3.310480952371783e-07,1.2713952090224678e-05,0.00199612446394395,0.0019958868137819005
2048,420,2017-08-24 10:10:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.974720715005358e-08,3.105187754587007e-06,,0.00011905578351560716
2048,421,2017-08-25 10:10:00+00:00,D_01,1,detail,5,0.003472222222222222,8.024616786857713e-05,0.00019794620267784546,0.5439440932324846,0.543640420295682
2048,421,2017-08-25 10:10:00+00:00,D_02,2,detail,10,0.006944444444444444,3.429616451146428e-05,0.0001294070093845902,0.23247460410935802,0.23234481826070147
2048,421,2017-08-25 10:10:00+00:00,D_03,3,detail,20,0.013888888888888888,1.663783097397068e-05,9.013290689453615e-05,0.1127785927087947,0.11271563071162911
2048,421,2017-08-25 10:10:00+00:00,D_04,4,detail,40,0.027777777777777776,7.715681882929773e-06,6.137933523914464e-05,0.052300311615552805,0.05227111341408029
2048,421,2017-08-25 10:10:00+00:00,D_05,5,detail,80,0.05555555555555555,3.719375185613257e-06,4.261573846421323e-05,0.025211573542591896,0.02519749843326661
2048,421,2017-08-25 10:10:00+00:00,D_06,6,detail,160,0.1111111111111111,3.38282507443194e-06,4.0641974064690444e-05,0.022930287720275416,0.022917486206479463
2048,421,2017-08-25 10:10:00+00:00,D_07,7,detail,320,0.2222222222222222,6.390677874940552e-07,1.766479035008148e-05,0.004331884716935677,0.004329466313702241
2048,421,2017-08-25 10:10:00+00:00,D_08,8,detail,640,0.4444444444444444,6.27230242997552e-07,1.750042191173254e-05,0.004251644593596765,0.004249270986794077
2048,421,2017-08-25 10:10:00+00:00,D_09,9,detail,1280,0.8888888888888888,2.6215573405386796e-07,1.1313961707487356e-05,0.0017770077604100305,0.0017760156930780409
2048,421,2017-08-25 10:10:00+00:00,A_09,9,approximation,2560,1.7777777777777777,8.240705365982216e-08,6.343328713682986e-06,,0.0005582796845866243
2048,422,2017-08-28 10:15:00+00:00,D_01,1,detail,5,0.003472222222222222,9.32434024382966e-05,0.00021337526824077928,0.5933626280850886,0.5925599373324102
2048,422,2017-08-28 10:15:00+00:00,D_02,2,detail,10,0.006944444444444444,3.061515334562795e-05,0.00012226530719932328,0.19482223270875368,0.19455868054484987
2048,422,2017-08-28 10:15:00+00:00,D_03,3,detail,20,0.013888888888888888,1.678367127489015e-05,9.052707876482293e-05,0.1068043747457116,0.10665989162544726
2048,422,2017-08-28 10:15:00+00:00,D_04,4,detail,40,0.027777777777777776,8.283004208424096e-06,6.359587760731491e-05,0.052709628960641304,0.052638324281611616
2048,422,2017-08-28 10:15:00+00:00,D_05,5,detail,80,0.05555555555555555,3.4853459664486797e-06,4.125323120896131e-05,0.02217930693601931,0.022149303151258185
2048,422,2017-08-28 10:15:00+00:00,D_06,6,detail,160,0.1111111111111111,1.2252273488455238e-06,2.4459262896262398e-05,0.007796842465007616,0.007786295030689163
2048,422,2017-08-28 10:15:00+00:00,D_07,7,detail,320,0.2222222222222222,2.4319873892875385e-06,3.446003253662939e-05,0.015476166581677232,0.015455230689839701
2048,422,2017-08-28 10:15:00+00:00,D_08,8,detail,640,0.4444444444444444,7.071646942345108e-07,1.8582122076251e-05,0.0045001049992534235,0.004494017334648324
2048,422,2017-08-28 10:15:00+00:00,D_09,9,detail,1280,0.8888888888888888,3.690864955669203e-07,1.3424530361004638e-05,0.002348714517847275,0.002345537217264254
2048,422,2017-08-28 10:15:00+00:00,A_09,9,approximation,2560,1.7777777777777777,2.1286972395094102e-07,1.0195111323468735e-05,,0.0013527827919815384
2048,423,2017-08-29 10:15:00+00:00,D_01,1,detail,5,0.003472222222222222,8.292419502548007e-05,0.00020122209024429994,0.5840858942097421,0.5817812971697996
2048,423,2017-08-29 10:15:00+00:00,D_02,2,detail,10,0.006944444444444444,2.899885118328125e-05,0.00011899409777100942,0.20425666983246077,0.20345074501669153
2048,423,2017-08-29 10:15:00+00:00,D_03,3,detail,20,0.013888888888888888,1.4602635867549465e-05,8.444047190004261e-05,0.10285530810273313,0.10244947731492299
2048,423,2017-08-29 10:15:00+00:00,D_04,4,detail,40,0.027777777777777776,7.933181261349045e-06,6.223844200145187e-05,0.055878254465289,0.05565777857105071
2048,423,2017-08-29 10:15:00+00:00,D_05,5,detail,80,0.05555555555555555,3.773015207667801e-06,4.292193590542071e-05,0.02657565696912046,0.026470798795018468
2048,423,2017-08-29 10:15:00+00:00,D_06,6,detail,160,0.1111111111111111,1.4542966855480828e-06,2.664781048210668e-05,0.010243502270520817,0.010203085021542005
2048,423,2017-08-29 10:15:00+00:00,D_07,7,detail,320,0.2222222222222222,1.5124164849877948e-06,2.717507335427904e-05,0.010652875614652819,0.010610843122768006
2048,423,2017-08-29 10:15:00+00:00,D_08,8,detail,640,0.4444444444444444,3.7901460451031467e-07,1.3603886388034564e-05,0.0026696319949314736,0.002659098568162832
2048,423,2017-08-29 10:15:00+00:00,D_09,9,detail,1280,0.8888888888888888,3.9499710583119964e-07,1.3887752898926466e-05,0.0027822065405493004,0.0027712289343077836
2048,423,2017-08-29 10:15:00+00:00,A_09,9,approximation,2560,1.7777777777777777,5.623928496853689e-07,1.6571236635671884e-05,,0.003945647485736083
2048,424,2017-08-30 10:15:00+00:00,D_01,1,detail,5,0.003472222222222222,8.44133267168957e-05,0.00020302079865369517,0.5639706830270342,0.5630132351244811
2048,424,2017-08-30 10:15:00+00:00,D_02,2,detail,10,0.006944444444444444,3.242970566589682e-05,0.00012583647014946097,0.21666487942241952,0.21629704942592665
2048,424,2017-08-30 10:15:00+00:00,D_03,3,detail,20,0.013888888888888888,1.599784364753866e-05,8.838239130915578e-05,0.10688258785394157,0.10670113425601527
2048,424,2017-08-30 10:15:00+00:00,D_04,4,detail,40,0.027777777777777776,8.254529401669425e-06,6.348647048315806e-05,0.055149024043788346,0.05505539804692771
2048,424,2017-08-30 10:15:00+00:00,D_05,5,detail,80,0.05555555555555555,3.943709831478438e-06,4.388210986440352e-05,0.026348170529738806,0.026303439480113305
2048,424,2017-08-30 10:15:00+00:00,D_06,6,detail,160,0.1111111111111111,2.24077624605434e-06,3.307762123239397e-05,0.014970765389170217,0.01494534965684076
2048,424,2017-08-30 10:15:00+00:00,D_07,7,detail,320,0.2222222222222222,8.448287606169487e-07,2.031044173005586e-05,0.005644353465229064,0.005634771097653597
2048,424,2017-08-30 10:15:00+00:00,D_08,8,detail,640,0.4444444444444444,7.39247799420457e-07,1.8998969434176425e-05,0.0049389605004388475,0.0049305756720882735
2048,424,2017-08-30 10:15:00+00:00,D_09,9,detail,1280,0.8888888888888888,8.128311991764913e-07,1.99221041552567e-05,0.005430575768239397,0.00542135632911705
2048,424,2017-08-30 10:15:00+00:00,A_09,9,approximation,2560,1.7777777777777777,2.545370669466551e-07,1.1148348631974442e-05,,0.0016976909108363481
2048,425,2017-08-31 10:15:00+00:00,D_01,1,detail,5,0.003472222222222222,9.051456845094458e-05,0.00021022979481138677,0.5609845729805162,0.5595428367369369
2048,425,2017-08-31 10:15:00+00:00,D_02,2,detail,10,0.006944444444444444,3.494606163057507e-05,0.0001306273579904081,0.21658614515522634,0.2160295164877599
2048,425,2017-08-31 10:15:00+00:00,D_03,3,detail,20,0.013888888888888888,1.6992190221741925e-05,9.108769336035426e-05,0.10531295391099132,0.10504229851352617
2048,425,2017-08-31 10:15:00+00:00,D_04,4,detail,40,0.027777777777777776,1.006171205898273e-05,7.009240573200609e-05,0.06235974318234108,0.06219947798750944
2048,425,2017-08-31 10:15:00+00:00,D_05,5,detail,80,0.05555555555555555,4.59198530226129e-06,4.735166653212715e-05,0.02845987069272685,0.02838672852618334
2048,425,2017-08-31 10:15:00+00:00,D_06,6,detail,160,0.1111111111111111,1.4084796595476084e-06,2.6224687009828748e-05,0.008729372231292037,0.008706937652988607
2048,425,2017-08-31 10:15:00+00:00,D_07,7,detail,320,0.2222222222222222,1.6969230225920532e-06,2.8784990787301392e-05,0.01051706541279627,0.010490036444243426
2048,425,2017-08-31 10:15:00+00:00,D_08,8,detail,640,0.4444444444444444,7.681503779985933e-07,1.9366812508957834e-05,0.004760786237630966,0.004748550967006217
2048,425,2017-08-31 10:15:00+00:00,D_09,9,detail,1280,0.8888888888888888,3.694080498612145e-07,1.3430376924952484e-05,0.0022894901964789294,0.0022836061826315515
2048,425,2017-08-31 10:15:00+00:00,A_09,9,approximation,2560,1.7777777777777777,4.157383066297322e-07,1.4247709290761407e-05,,0.00257001050121433
2048,426,2017-09-01 10:15:00+00:00,D_01,1,detail,5,0.003472222222222222,9.424513302001513e-05,0.00021451837067586836,0.544136253887003,0.5427976326939534
2048,426,2017-09-01 10:15:00+00:00,D_02,2,detail,10,0.006944444444444444,3.919728369797689e-05,0.00013834485418927868,0.22631049933829053,0.2257537563746306
2048,426,2017-09-01 10:15:00+00:00,D_03,3,detail,20,0.013888888888888888,1.950398674622718e-05,9.758806806383269e-05,0.11260874640285069,0.11233171936526444
2048,426,2017-09-01 10:15:00+00:00,D_04,4,detail,40,0.027777777777777776,1.0401441388647103e-05,7.126590210647966e-05,0.06005404386284511,0.059906305837178056
2048,426,2017-09-01 10:15:00+00:00,D_05,5,detail,80,0.05555555555555555,4.696946876487821e-06,4.7889780663885575e-05,0.02711841976535344,0.027051706159780205
2048,426,2017-09-01 10:15:00+00:00,D_06,6,detail,160,0.1111111111111111,2.824777450984399e-06,3.7138738060662156e-05,0.016309211637663,0.016269089598037533
2048,426,2017-09-01 10:15:00+00:00,D_07,7,detail,320,0.2222222222222222,8.340887470838884e-07,2.018092901818583e-05,0.004815717392548469,0.004803870320578254
2048,426,2017-09-01 10:15:00+00:00,D_08,8,detail,640,0.4444444444444444,7.875915969719521e-07,1.961035974833101e-05,0.004547260186668592,0.004536073542123769
2048,426,2017-09-01 10:15:00+00:00,D_09,9,detail,1280,0.8888888888888888,7.100991208777918e-07,1.8620636035487866e-05,0.004099847526777184,0.004089761555205887
2048,426,2017-09-01 10:15:00+00:00,A_09,9,approximation,2560,1.7777777777777777,4.271407648014936e-07,1.4441773664035498e-05,,0.002460084553247928
2048,427,2017-09-04 10:20:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00012125331169127353,0.00024332225257722454,0.5454710375788635,0.5446752808025987
2048,427,2017-09-04 10:20:00+00:00,D_02,2,detail,10,0.006944444444444444,4.9601918828616424e-05,0.00015562675518057738,0.22313955595899151,0.22281403030964592
2048,427,2017-09-04 10:20:00+00:00,D_03,3,detail,20,0.013888888888888888,2.4632395024299086e-05,0.00010967012643814421,0.11081147297788693,0.11064981640139586
2048,427,2017-09-04 10:20:00+00:00,D_04,4,detail,40,0.027777777777777776,1.682202107097077e-05,9.063044453195595e-05,0.07567566740873036,0.07556526846728308
2048,427,2017-09-04 10:20:00+00:00,D_05,5,detail,80,0.05555555555555555,4.4778349384600524e-06,4.675941446430812e-05,0.020144021106884766,0.02011463413637177
2048,427,2017-09-04 10:20:00+00:00,D_06,6,detail,160,0.1111111111111111,2.16519073188452e-06,3.251495097725027e-05,0.009740342911905696,0.009726133277770591
2048,427,2017-09-04 10:20:00+00:00,D_07,7,detail,320,0.2222222222222222,1.7329606442952311e-06,2.9089038994048613e-05,0.007795909468715042,0.0077845364583084544
2048,427,2017-09-04 10:20:00+00:00,D_08,8,detail,640,0.4444444444444444,1.3016160037215112e-06,2.5210210021281935e-05,0.005855459303964926,0.005846917106307733
2048,427,2017-09-04 10:20:00+00:00,D_09,9,detail,1280,0.8888888888888888,3.037680734870223e-07,1.2178844552433334e-05,0.0013665332840572927,0.0013645397261122063
2048,427,2017-09-04 10:20:00+00:00,A_09,9,approximation,2560,1.7777777777777777,3.2476154017024285e-07,1.2592655430299496e-05,,0.0014588433142056776
2048,428,2017-09-05 10:20:00+00:00,D_01,1,detail,5,0.003472222222222222,0.0001260993914779648,0.0002481369954180553,0.5501407682115098,0.549132210661438
2048,428,2017-09-05 10:20:00+00:00,D_02,2,detail,10,0.006944444444444444,5.01574013920682e-05,0.00015649574642293253,0.21882446068859332,0.21842329597817686
2048,428,2017-09-05 10:20:00+00:00,D_03,3,detail,20,0.013888888888888888,2.5741200845163488e-05,0.00011211130953288114,0.11230255627458452,0.11209667516638869
2048,428,2017-09-05 10:20:00+00:00,D_04,4,detail,40,0.027777777777777776,1.702171696077914e-05,9.116679897174979e-05,0.07426158314743564,0.0741254414820813
2048,428,2017-09-05 10:20:00+00:00,D_05,5,detail,80,0.05555555555555555,4.756866636657044e-06,4.819428168808201e-05,0.020753044365226014,0.020714998394465535
2048,428,2017-09-05 10:20:00+00:00,D_06,6,detail,160,0.1111111111111111,3.107559486634643e-06,3.8953344279834585e-05,0.013557521120463854,0.013532666499471569
2048,428,2017-09-05 10:20:00+00:00,D_07,7,detail,320,0.2222222222222222,1.3514505428052256e-06,2.5688284496130022e-05,0.005896047800901951,0.005885238742804847
2048,428,2017-09-05 10:20:00+00:00,D_08,8,detail,640,0.4444444444444444,7.88678900544309e-07,1.9623891545929437e-05,0.003440812926472163,0.003434504981204519
2048,428,2017-09-05 10:20:00+00:00,D_09,9,detail,1280,0.8888888888888888,1.8868935765602456e-07,9.598618411937248e-06,0.0008232054648127399,0.0008216963054579509
2048,428,2017-09-05 10:20:00+00:00,A_09,9,approximation,2560,1.7777777777777777,4.209814184209962e-07,1.4337270772827618e-05,,0.0018332717885106208
2048,429,2017-09-06 10:20:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00011011156646958179,0.00023187370121517767,0.5374816078672966,0.5371953109052904
2048,429,2017-09-06 10:20:00+00:00,D_02,2,detail,10,0.006944444444444444,4.817491079958815e-05,0.00015337178900913103,0.23515357510220494,0.23502831732003857
2048,429,2017-09-06 10:20:00+00:00,D_03,3,detail,20,0.013888888888888888,2.2812872045579287e-05,0.00010554192379573869,0.11135523306278715,0.11129591816816987
2048,429,2017-09-06 10:20:00+00:00,D_04,4,detail,40,0.027777777777777776,1.4825220784073488e-05,8.508159222753992e-05,0.07236554486955475,0.0723269983679688
2048,429,2017-09-06 10:20:00+00:00,D_05,5,detail,80,0.05555555555555555,3.518110669802886e-06,4.144668232186613e-05,0.01717276249977891,0.017163615191925066
2048,429,2017-09-06 10:20:00+00:00,D_06,6,detail,160,0.1111111111111111,2.573289993772981e-06,3.544699218229896e-05,0.0125608606589391,0.012554169943956112
2048,429,2017-09-06 10:20:00+00:00,D_07,7,detail,320,0.2222222222222222,2.301320052505092e-06,3.352150700501473e-05,0.011233308558727891,0.011227324982608136
2048,429,2017-09-06 10:20:00+00:00,D_08,8,detail,640,0.4444444444444444,3.0004095865049553e-07,1.210389913792503e-05,0.0014645736324717814,0.0014637935072070772
2048,429,2017-09-06 10:20:00+00:00,D_09,9,detail,1280,0.8888888888888888,2.4840662166208225e-07,1.101327815563734e-05,0.0012125337482389038,0.0012118878754808977
2048,429,2017-09-06 10:20:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.0918270753866023e-07,7.301497717274275e-06,,0.0005326637373551002
2048,430,2017-09-07 10:20:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00011460196080707862,0.00023655440954531233,0.5409158188248957,0.540397060548041
2048,430,2017-09-07 10:20:00+00:00,D_02,2,detail,10,0.006944444444444444,4.9923818997229155e-05,0.00015613092180840027,0.23563805751292258,0.23541207190033256
2048,430,2017-09-07 10:20:00+00:00,D_03,3,detail,20,0.013888888888888888,2.332752491613408e-05,0.00010672578425786383,0.11010481105476366,0.10999921646856677
2048,430,2017-09-07 10:20:00+00:00,D_04,4,detail,40,0.027777777777777776,1.5322774589948033e-05,8.649753482179745e-05,0.07232276922332641,0.07225340901267265
2048,430,2017-09-07 10:20:00+00:00,D_05,5,detail,80,0.05555555555555555,3.3647921742425514e-06,4.053350378180217e-05,0.015881659452318817,0.015866428353496498
2048,430,2017-09-07 10:20:00+00:00,D_06,6,detail,160,0.1111111111111111,3.2143196243521865e-06,3.961681466345087e-05,0.015171436154554881,0.015156886186143817
2048,430,2017-09-07 10:20:00+00:00,D_07,7,detail,320,0.2222222222222222,1.143280506831222e-06,2.3627154610239944e-05,0.005396229760328448,0.005391054576400456
2048,430,2017-09-07 10:20:00+00:00,D_08,8,detail,640,0.4444444444444444,7.904606749315112e-07,1.9646046076282168e-05,0.0037309368898952398,0.0037273587834234048
2048,430,2017-09-07 10:20:00+00:00,D_09,9,detail,1280,0.8888888888888888,1.7760371857828699e-07,9.312387755675459e-06,0.0008382811269943522,0.0008374771843884508
2048,430,2017-09-07 10:20:00+00:00,A_09,9,approximation,2560,1.7777777777777777,2.0338289596152544e-07,9.965342676933574e-06,,0.0009590369865344202
2048,431,2017-09-08 10:20:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00012276563570798213,0.0002448349608624923,0.5086567745289423,0.5080459064686275
2048,431,2017-09-08 10:20:00+00:00,D_02,2,detail,10,0.006944444444444444,6.570897357444468e-05,0.00017912135482165943,0.2722530157827496,0.27192605528601754
2048,431,2017-09-08 10:20:00+00:00,D_03,3,detail,20,0.013888888888888888,2.694646072156534e-05,0.00011470593499990237,0.11164769128231766,0.11151360871028189
2048,431,2017-09-08 10:20:00+00:00,D_04,4,detail,40,0.027777777777777776,1.6489979265138774e-05,8.973153118082875e-05,0.06832318846135592,0.06824113617049914
2048,431,2017-09-08 10:20:00+00:00,D_05,5,detail,80,0.05555555555555555,5.517112512652193e-06,5.190281874877754e-05,0.022859138383596288,0.022831685849345095
2048,431,2017-09-08 10:20:00+00:00,D_06,6,detail,160,0.1111111111111111,2.4009620757959426e-06,3.423952049273234e-05,0.009947943642353269,0.0099359967238392
2048,431,2017-09-08 10:20:00+00:00,D_07,7,detail,320,0.2222222222222222,9.099263650362772e-07,2.1078424583632186e-05,0.0037701121101929363,0.0037655844184619927
2048,431,2017-09-08 10:20:00+00:00,D_08,8,detail,640,0.4444444444444444,3.43457132920009e-07,1.2950045489634318e-05,0.0014230512994337148,0.0014213422951885268
2048,431,2017-09-08 10:20:00+00:00,D_09,9,detail,1280,0.8888888888888888,2.7009395735017026e-07,1.1483980804250232e-05,0.001119084509058284,0.0011177405517621094
2048,431,2017-09-08 10:20:00+00:00,A_09,9,approximation,2560,1.7777777777777777,2.901993570635229e-07,1.1903734910362096e-05,,0.0012009435259769873
2048,432,2017-09-11 10:25:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00012287025244576597,0.0002449392586990378,0.518101785286187,0.517846464395391
2048,432,2017-09-11 10:25:00+00:00,D_02,2,detail,10,0.006944444444444444,6.357716133819144e-05,0.0001761917586315086,0.26808312131762047,0.26795100978416103
2048,432,2017-09-11 10:25:00+00:00,D_03,3,detail,20,0.013888888888888888,2.6704130299991503e-05,0.00011418899300301552,0.11260217430616437,0.11254668388272653
2048,432,2017-09-11 10:25:00+00:00,D_04,4,detail,40,0.027777777777777776,1.5037753906949444e-05,8.568928331406244e-05,0.06340905948186092,0.0633778114568372
2048,432,2017-09-11 10:25:00+00:00,D_05,5,detail,80,0.05555555555555555,4.9643920293823024e-06,4.92343329963637e-05,0.0209331414405515,0.02092282557507574
2048,432,2017-09-11 10:25:00+00:00,D_06,6,detail,160,0.1111111111111111,2.296821045482179e-06,3.348872423838127e-05,0.009684907945252697,0.009680135216429742
2048,432,2017-09-11 10:25:00+00:00,D_07,7,detail,320,0.2222222222222222,1.2109842033097389e-06,2.4316679060314414e-05,0.005106305759118401,0.005103789368377969
2048,432,2017-09-11 10:25:00+00:00,D_08,8,detail,640,0.4444444444444444,2.565015041996722e-07,1.1191285676699358e-05,0.0010815790202197309,0.0010810460173875627
2048,432,2017-09-11 10:25:00+00:00,D_09,9,detail,1280,0.8888888888888888,2.3666266858893922e-07,1.074978807451305e-05,0.0009979254430249026,0.000997433664729021
2048,432,2017-09-11 10:25:00+00:00,A_09,9,approximation,2560,1.7777777777777777,1.1692758967823354e-07,7.556027372076875e-06,,0.0004928006388842963
2048,433,2017-09-12 10:25:00+00:00,D_01,1,detail,5,0.003472222222222222,0.00011603933265701323,0.0002380332548173306,0.5226820707005474,0.5220818046905965
2048,433,2017-09-12 10:25:00+00:00,D_02,2,detail,10,0.006944444444444444,5.972210914418198e-05,0.0001707664665722097,0.2690094380872718,0.26870049842568483
2048,433,2017-09-12 10:25:00+00:00,D_03,3,detail,20,0.013888888888888888,2.3715611625141923e-05,0.00010760989029284822,0.10682347707736474,0.10670079733388632
2048,433,2017-09-12 10:25:00+00:00,D_04,4,detail,40,0.027777777777777776,1.4366732932339938e-05,8.375563452460444e-05,0.0647128309542492,0.06463851252052624
2048,433,2017-09-12 10:25:00+00:00,D_05,5,detail,80,0.05555555555555555,5.264157885807822e-06,5.0699009780069675e-05,0.023711623302603964,0.02368439206145916
2048,433,2017-09-12 10:25:00+00:00,D_06,6,detail,160,0.1111111111111111,1.6554262161229965e-06,2.8430856161770908e-05,0.007456623394178445,0.007448059952225039
2048,433,2017-09-12 10:25:00+00:00,D_07,7,detail,320,0.2222222222222222,6.255638161100541e-07,1.7477158867647433e-05,0.0028177600066538982,0.0028145239944564137
2048,433,2017-09-12 10:25:00+00:00,D_08,8,detail,640,0.4444444444444444,5.381274850887196e-07,1.6209798304682152e-05,0.0024239159409716786,0.0024211322328020197
2048,433,2017-09-12 10:25:00+00:00,D_09,9,detail,1280,0.8888888888888888,8.042455102298346e-08,6.2665620801354185e-06,0.0003622605361589367,0.0003618445037392454
